Subcategory	Category	HPO_term	number	HPO_text	Subcategory_old_name
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002151	3	Increased serum lactate	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0001943	8	Hypoglycemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0001942	3	Metabolic acidosis	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003150	3	Glutaric aciduria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0032025	2	Reduced serum alpha-1-antitrypsin	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003281	2	Increased circulating ferritin concentration	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002917	2	Hypomagnesemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002148	2	Hypophosphatemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002149	2	Hyperuricemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0008336	2	Complex organic aciduria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0010915	2	Abnormal circulating pyruvate family amino acid concentration	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003219	2	Ethylmalonic aciduria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003119	2	Abnormal circulating lipid concentration	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002490	2	Increased CSF lactate	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0008180	2	Mildly elevated creatine kinase	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0045045	3	Elevated circulating acylcarnitine concentration	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002912	2	Methylmalonic acidemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002150	2	Hypercalciuria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0001941	2	Acidosis	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0001987	2	Hyperammonemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002901	2	Hypocalcemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0012352	1	Abnormal fucosylation of protein N-linked glycosylation	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0012359	1	Abnormal fucosylation of O-linked protein glycosylation	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003072	1	Hypercalcemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002757	1	Recurrent fractures	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002659	1	Increased susceptibility to fractures	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003109	1	Hyperphosphaturia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003155	1	Elevated alkaline phosphatase	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002908	1	Conjugated hyperbilirubinemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0011923	1	Decreased activity of mitochondrial complex I	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002928	1	Decreased activity of the pyruvate dehydrogenase complex	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002156	1	Homocystinuria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0010919	1	Abnormal circulating homocysteine concentration	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0010980	1	Hyperlipoproteinemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003124	1	Hypercholesterolemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0010981	1	Hypolipoproteinemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003259	5	Elevated serum creatinine	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0012103	4	Abnormality of the mitochondrion	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002155	4	Hypertriglyceridemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003355	1	Aminoaciduria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0012072	1	Aciduria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0004365	1	Abnormal circulating tryptophan concentration	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0004341	1	Abnormality of vitamin B12 metabolism	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0004905	1	Low levels of vitamin A	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003141	1	Increased LDL cholesterol concentration	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003287	1	Abnormality of mitochondrial metabolism	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003348	1	Hyperalaninemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003112	1	Abnormal circulating amino acid concentration	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0005977	1	Hypochloremic metabolic alkalosis	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0008315	1	Decreased plasma free carnitine	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003607	1	4-hydroxyphenylacetic aciduria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003542	1	Increased serum pyruvate	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0001992	1	Organic aciduria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002173	1	Hypoglycemic seizures	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002904	3	Hyperbilirubinemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0012405	1	Hypocitraturia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0040014	1	Increased mitochondrial number	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0030774	1	Mitochondrial swelling	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0040303	1	Decreased serum iron	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003526	1	Orotic acid crystalluria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002902	4	Hyponatremia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0002900	3	Hypokalemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0011900	2	Hypofibrinogenemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0040126	1	Abnormal vitamin B12 level	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003265	1	Neonatal hyperbilirubinemia	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0010473	1	Porphyrinuria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003128	1	Lactic acidosis	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0030059	1	Mitochondrial depletion	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0410179	1	Decreased glucose-6-phosphate dehydrogenase level in blood	8-Metabolic abnormalities
neoplasm	8-Endocrine metabolic   seconda	HP:0012191	1	B-cell lymphoma	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0012189	1	Hodgkin lymphoma	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0005523	1	Lymphoproliferative disorder	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0002672	1	Gastrointestinal carcinoma	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0002894	1	Neoplasm of the pancreas	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0100031	1	Neoplasm of the thyroid gland	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0030153	1	Cholangiocarcinoma	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0030077	1	Bronchial neoplasm	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0003006	1	Neuroblastoma	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0002858	1	Meningioma	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0002861	1	Melanoma	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0100244	1	Fibrosarcoma	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0009792	1	Teratoma	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0100728	1	Germ cell neoplasia	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0003002	1	Breast carcinoma	8-Neoplasm
neoplasm	8-Endocrine metabolic   seconda	HP:0002671	1	Basal cell carcinoma	8-Neoplasm
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0006530	14	Abnormal pulmonary Interstitial morphology	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002240	9	Hepatomegaly	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002110	6	Bronchiectasis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002099	6	Asthma	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002028	7	Chronic diarrhea	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0000083	8	Renal insufficiency	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001433	8	Hepatosplenomegaly	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001738	8	Exocrine pancreatic insufficiency	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002910	8	Elevated hepatic transaminase	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001698	2	Pericardial effusion	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002202	2	Pleural effusion	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001638	2	Cardiomyopathy	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002206	2	Pulmonary fibrosis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0000093	2	Proteinuria	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001644	3	Dilated cardiomyopathy	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002107	2	Pneumothorax	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0000097	2	Focal segmental glomerulosclerosis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002608	2	Celiac disease	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0009806	2	Nephrogenic diabetes insipidus	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001396	1	Cholestasis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0006528	1	Chronic lung disease	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0012092	1	Abnormality of exocrine pancreas physiology	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0012115	1	Hepatitis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0006552	1	Fibrocystic lung disease	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0000121	5	Nephrocalcinosis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002097	4	Emphysema	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002020	4	Gastroesophageal reflux	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0000787	4	Nephrolithiasis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002091	3	Restrictive ventilatory defect	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002092	3	Pulmonary arterial hypertension	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001392	3	Abnormality of the liver	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001541	3	Ascites	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001399	3	Hepatic failure	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0000100	3	Nephrotic syndrome	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001410	3	Decreased liver function	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0000077	3	Abnormality of the kidney	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0100750	1	Atelectasis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0100545	1	Arterial stenosis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0004942	1	Aortic aneurysm	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0012727	1	Thoracic aortic aneurysm	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0004756	1	Ventricular tachycardia	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0010447	1	Anal fistula	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002884	1	Hepatoblastoma	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0012625	1	Stage 3 chronic kidney disease	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001397	1	Hepatic steatosis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0006767	1	Pituitary prolactin cell adenoma	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0003159	1	Hyperoxaluria	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0011848	1	Abdominal colic	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0000112	1	Nephropathy	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0100279	1	Ulcerative colitis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0500049	1	Retinopathy of prematurity	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002254	1	Intermittent diarrhea	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0030151	1	Cholangitis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0025344	1	Interlobular bile duct destruction	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0006772	1	Renal angiomyolipoma	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0025085	1	Bloody diarrhea	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0012587	1	Macroscopic hematuria	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001394	1	Cirrhosis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002014	1	Diarrhea	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0011852	1	Chylopericardium	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001733	1	Pancreatitis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0000123	1	Nephritis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0500030	1	Abnormal hepatic glycogen storage	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0006517	1	Intraalveolar phospholipid accumulation	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002907	1	Microscopic hematuria	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0004394	1	Multiple gastric polyps	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0002578	1	Gastroparesis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0004389	1	Intestinal pseudo-obstruction	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0011956	1	Intestinal lymphoid nodular hyperplasia	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0006280	1	Chronic pancreatitis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001395	1	Hepatic fibrosis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0030153	1	Cholangiocarcinoma	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0012211	1	Abnormal renal physiology	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0009741	1	Nephrosclerosis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0012588	1	Steroid-resistant nephrotic syndrome	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0012408	1	Medullary nephrocalcinosis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0012409	1	Cortical nephrocalcinosis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0000090	1	Nephronophthisis	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0031265	1	Abnormal glomerular visceral epithelial cell morphology	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0006521	1	Pulmonary lymphangiectasia	8-secondary inner organ alternations
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0001971	1	Hypersplenism	8-secondary inner organ alternations
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0030880	2	Raynaud phenomenon	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0100653	2	Optic neuritis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0012378	2	Fatigue	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0011944	2	Small vessel vasculitis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0001386	2	Joint swelling	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0012532	1	Chronic pain	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0002633	1	Vasculitis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0100769	1	Synovitis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0005059	1	Arthralgia/arthritis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0005318	1	Cerebral vasculitis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0001973	5	Autoimmune thrombocytopenia	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0002725	4	Systemic lupus erythematosus	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0100537	1	Fasciitis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0012490	1	Panniculitis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0040313	1	Oligoarthritis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0012432	1	Chronic fatigue	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0001370	3	Rheumatoid arthritis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0000509	3	Conjunctivitis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0011227	1	Elevated C-reactive protein level	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0000155	1	Oral ulcer	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0001369	4	Arthritis	9-Autoimmune and rheumatological signs
hematological abnormalities	9-Alterations of the hematologi	HP:0001903	11	Anemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001876	12	Pancytopenia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001875	10	Neutropenia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001873	15	Thrombocytopenia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001882	2	Leukopenia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001891	3	Iron deficiency anemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001878	3	Hemolytic anemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001935	2	Microcytic anemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001889	1	Megaloblastic anemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001871	5	Abnormality of blood and blood-forming tissues	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001894	4	Thrombocytosis	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001915	3	Aplastic anemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0004840	1	Hypochromic microcytic anemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001931	1	Hypochromic anemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0004870	1	Chronic hemolytic anemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0012311	1	Monocytosis	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0005403	1	T lymphocytopenia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001890	1	Autoimmune hemolytic anemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0012234	1	Agranulocytosis	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0011893	1	Abnormal leukocyte count	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0004856	1	Normochromic microcytic anemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001909	1	Leukemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001974	1	Leukocytosis	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0012209	1	Juvenile myelomonocytic leukemia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0005528	1	Bone marrow hypocellularity	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0011839	1	Abnormal T cell count	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0032218	1	Decreased proportion of CD4-positive T cells	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001913	1	Granulocytopenia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0001880	3	Eosinophilia	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0000978	1	Bruising susceptibility	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0000967	1	Petechiae	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0000421	1	Epistaxis	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0100724	1	Hypercoagulability	9-Hematological abnormalities
hematological abnormalities	9-Alterations of the hematologi	HP:0002863	1	Myelodysplasia	9-Hematological abnormalities
immune abn.	9-Alterations of the hematologi	HP:0002721	79	Immunodeficiency	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002715	55	Abnormality of the immune system	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0012647	35	Abnormal inflammatory response	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002719	18	Recurrent infections	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0010701	14	Abnormal immunoglobulin level	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0001954	13	Recurrent fever	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0001744	13	Splenomegaly	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0025289	1	Cervical lymphadenopathy	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002960	11	Autoimmunity	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0100280	11	Crohn's disease	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0012156	6	Hemophagocytosis	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0032323	6	Periodic fever	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0004315	6	Decreased circulating IgG level	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002716	6	Lymphadenopathy	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0001945	8	Fever	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0004313	9	Decreased circulating antibody level	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002583	12	Colitis	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002720	5	Decreased circulating IgA level	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0001888	5	Lymphopenia	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002837	4	Recurrent bronchitis	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002958	3	Immune dysregulation	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0003139	2	Panhypogammaglobulinemia	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002840	2	Lymphadenitis	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0005387	2	Combined immunodeficiency	9-immune abnormality
